Router ID,MAC Address,Fecha,Horario,Activa,Direccion IP
CHA043-01,1111731,20/11/2022,03:40:36,1,1111111731
TDF003-03,1111579,09/11/2022,03:56:18,1,1111111579
TDF003-04,1111503,04/11/2022,09:31:48,1,1111111503
TDF003-04,1111895,01/11/2022,02:38:10,1,1111111895
TDF003-08,1111990,05/11/2022,03:23:46,1,1111111990
MZA013-02,1111144,25/11/2022,02:32:22,1,1111111144
MZA013-03,1111467,30/11/2022,17:41:24,1,1111111467
MZA013-04,1111229,12/11/2022,09:00:29,1,1111111229
MZA013-04,1111280,06/11/2022,06:15:06,1,1111111280
MZA013-04,1111523,24/11/2022,22:22:26,1,1111111523
MZA013-06,1111173,23/11/2022,22:19:32,1,1111111173
MZA013-07,1111341,24/11/2022,12:12:57,1,1111111341
MZA013-07,1111814,19/11/2022,13:31:23,1,1111111814
RNO037-01,1112022,19/11/2022,17:05:34,1,1111112022
RNO037-02,1111390,16/11/2022,05:42:57,1,1111111390
RNO037-02,1112021,12/11/2022,12:32:37,1,1111112021
RNO037-03,1111431,24/11/2022,20:23:21,1,1111111431
RNO037-03,1111978,18/11/2022,10:43:14,1,1111111978
RNO037-04,1111694,19/11/2022,23:33:08,1,1111111694
RNO037-06,1111736,12/11/2022,10:09:23,1,1111111736
MIS059-02,1111511,11/11/2022,03:32:21,1,1111111511
MIS059-03,1111133,04/11/2022,18:34:00,1,1111111133
MIS059-04,1111424,10/11/2022,10:30:55,1,1111111424
MIS059-05,1111884,10/11/2022,07:27:59,1,1111111884
SAL006-03,1111797,13/11/2022,08:30:48,1,1111111797
CAB000-03,1111737,26/11/2022,14:59:44,1,1111111737
CAB000-06,1111986,25/11/2022,19:33:34,1,1111111986
CAB000-12,1111847,11/11/2022,21:02:55,1,1111111847
CAB000-16,1111808,17/11/2022,18:26:23,1,1111111808
CAB000-16,1111887,11/11/2022,20:52:57,1,1111111887
CBA107-01,1111384,27/11/2022,22:58:01,1,1111111384
CBA107-02,1111717,30/11/2022,12:45:20,1,1111111717
TUC009-02,1111670,02/12/2022,14:51:48,1,1111111670
COR012-03,1111240,18/11/2022,02:37:39,1,1111111240
COR012-03,1111530,05/11/2022,19:25:53,1,1111111530
COR012-09,1111337,02/11/2022,04:40:00,1,1111111337
BUE131-01,1111633,15/11/2022,11:38:40,1,1111111633
BUE131-03,1111621,18/11/2022,23:54:30,1,1111111621
BUE131-05,1111618,16/11/2022,01:31:45,1,1111111618
BUE131-06,1111821,13/11/2022,15:56:33,1,1111111821
BUE131-10,1111320,13/11/2022,07:52:06,1,1111111320
BUE131-12,1111202,15/11/2022,03:54:12,1,1111111202
BUE131-12,1111352,08/11/2022,08:28:41,1,1111111352
BUE131-14,1111318,10/11/2022,00:23:26,1,1111111318
BUE131-14,1111432,13/11/2022,15:39:11,1,1111111432
BUE131-15,1111190,26/11/2022,15:22:34,1,1111111190
BUE131-15,1111544,01/12/2022,16:45:26,1,1111111544
BUE131-16,1111210,27/11/2022,12:52:55,1,1111111210
BUE131-16,1111522,13/11/2022,22:15:56,1,1111111522
BUE069-03,1111219,17/11/2022,15:24:33,1,1111111219
NEU025-01,1111391,01/12/2022,06:20:57,1,1111111391
NEU025-04,1111477,30/11/2022,15:52:25,1,1111111477
NEU025-04,1111611,09/11/2022,01:43:02,1,1111111611
NEU025-04,1111733,02/11/2022,09:01:31,1,1111111733
NEU025-04,1111866,15/11/2022,14:56:46,1,1111111866
NEU025-05,1111720,24/11/2022,00:40:52,1,1111111720
NEU025-08,1111459,27/11/2022,06:44:32,1,1111111459
NEU025-09,1111383,07/11/2022,20:13:34,1,1111111383
NEU025-11,1111830,20/11/2022,11:01:46,1,1111111830
NEU025-13,1111987,18/11/2022,03:46:59,1,1111111987
NEU025-14,1111493,02/11/2022,03:43:43,1,1111111493
BUE067-01,1111792,18/11/2022,02:21:42,1,1111111792
BUE067-01,1111961,26/11/2022,02:53:54,1,1111111961
BUE067-02,1111750,18/11/2022,17:54:44,1,1111111750
BUE067-03,1111784,13/11/2022,23:40:44,1,1111111784
BUE067-05,1112026,11/11/2022,13:51:44,1,1111112026
BUE067-07,1112081,25/11/2022,13:48:58,1,1111112081
BUE067-09,1111607,25/11/2022,06:12:13,1,1111111607
BUE067-12,1111705,04/11/2022,03:24:12,1,1111111705
RNO017-01,1111842,13/11/2022,11:02:32,1,1111111842
BUE016-02,1111399,14/11/2022,20:48:14,1,1111111399
BUE016-03,1111160,08/11/2022,07:47:44,1,1111111160
BUE088-01,1111180,16/11/2022,07:18:23,1,1111111180
BUE088-02,1111496,14/11/2022,12:47:58,1,1111111496
BUE088-02,1111950,02/11/2022,23:37:22,1,1111111950
SFE188-01,1112008,24/11/2022,15:13:01,1,1111112008
SGO108-01,1111438,30/11/2022,17:03:37,1,1111111438
CHA002-01,1111262,13/11/2022,14:27:48,1,1111111262
CHA002-02,1111598,19/11/2022,15:20:22,1,1111111598
CHA002-03,1112045,02/12/2022,05:43:36,1,1111112045
SFE301-01,1111486,14/11/2022,20:10:38,1,1111111486
CAT032-02,1111663,14/11/2022,04:10:12,1,1111111663
BUE133-01,1111880,18/11/2022,20:09:39,1,1111111880
BUE133-02,1111510,02/12/2022,18:01:53,1,1111111510
JUJ047-01,1112063,24/11/2022,23:20:40,1,1111112063
JUJ047-02,1111650,15/11/2022,15:09:51,1,1111111650
SJU008-01,1111456,25/11/2022,08:57:48,1,1111111456
SJU008-01,1111976,02/11/2022,09:44:45,1,1111111976
JUJ051-01,1111604,13/11/2022,03:33:18,1,1111111604
CBA106-01,1112079,23/11/2022,00:38:26,1,1111112079
BUE063-03,1111269,10/11/2022,15:28:21,1,1111111269
BUE046-01,1111843,10/11/2022,16:41:27,1,1111111843
BUE046-02,1111554,05/11/2022,01:24:18,1,1111111554
BUE093-01,1111368,08/11/2022,15:22:25,1,1111111368
BUE093-01,1111689,27/11/2022,08:36:24,1,1111111689
MIS032-01,1112087,20/11/2022,22:35:30,1,1111112087
LRJ006-01,1111137,21/11/2022,15:08:12,1,1111111137
LAP067-01,1111177,03/11/2022,16:12:05,1,1111111177
BUE102-01,1112003,30/11/2022,10:34:11,1,1111112003
BUE102-01,1112098,02/11/2022,15:09:27,1,1111112098
NEU007-02,1111913,14/11/2022,13:10:53,1,1111111913
NEU007-02,1111952,18/11/2022,06:58:43,1,1111111952
SAL034-01,1111876,21/11/2022,15:10:43,1,1111111876
CHU010-01,1111524,25/11/2022,17:33:51,1,1111111524
JUJ002-01,1111825,22/11/2022,16:46:56,1,1111111825
JUJ002-02,1111135,21/11/2022,21:52:44,1,1111111135
LAP065-02,1111365,26/11/2022,10:10:19,1,1111111365
SAL046-01,1111768,11/11/2022,11:00:26,1,1111111768
TUC034-02,1111609,16/11/2022,11:38:41,1,1111111609
SFE126-01,1111248,12/11/2022,08:25:36,1,1111111248
BUE032-01,1111211,25/11/2022,09:13:03,1,1111111211
BUE032-01,1111605,23/11/2022,00:55:09,1,1111111605
CBA222-02,1111591,01/11/2022,16:44:06,1,1111111591
BUE073-01,1111155,08/11/2022,16:17:50,1,1111111155
BUE073-03,1111292,25/11/2022,15:12:24,1,1111111292
CHA068-01,1111141,01/12/2022,01:58:29,1,1111111141
SCR010-01,1111261,22/11/2022,07:06:44,1,1111111261
SCR010-02,1111869,20/11/2022,23:29:22,1,1111111869
ERI035-01,1111755,25/11/2022,06:34:18,1,1111111755
ERI035-02,1111245,14/11/2022,23:24:40,1,1111111245
ERI035-03,1111572,19/11/2022,14:23:23,1,1111111572
SFE360-01,1111838,03/11/2022,14:56:32,1,1111111838
NEU057-01,1111537,14/11/2022,23:58:13,1,1111111537
SFE108-01,1111307,03/11/2022,15:02:49,1,1111111307
SFE108-01,1111646,16/11/2022,10:51:34,1,1111111646
SFE257-01,1111436,28/11/2022,20:51:53,1,1111111436
BUE045-02,1111271,08/11/2022,07:30:07,1,1111111271
BUE045-03,1111743,08/11/2022,02:12:36,1,1111111743
SJU014-03,1111762,26/11/2022,10:33:41,1,1111111762
CHU031-01,1111151,22/11/2022,05:34:38,1,1111111151
CHU031-01,1111888,05/11/2022,05:39:03,1,1111111888
SFE203-02,1111203,13/11/2022,10:50:17,1,1111111203
SJU003-01,1111926,21/11/2022,00:23:47,1,1111111926
SJU003-02,1111529,27/11/2022,08:54:10,1,1111111529
NEU031-01,1111338,03/11/2022,23:20:32,1,1111111338
SFE335-01,1111557,27/11/2022,12:50:47,1,1111111557
CBA052-01,1111932,25/11/2022,06:52:37,1,1111111932
CBA357-01,1111806,29/11/2022,21:41:55,1,1111111806
CBA357-01,1112058,09/11/2022,12:14:53,1,1111112058
BUE036-02,1111357,23/11/2022,13:13:01,1,1111111357
BUE036-03,1111380,23/11/2022,01:42:13,1,1111111380
CBA233-01,1111935,23/11/2022,20:51:46,1,1111111935
BUE076-02,1111817,09/11/2022,06:01:09,1,1111111817
MIS013-01,1111455,11/11/2022,21:08:03,1,1111111455
MZA016-03,1111962,26/11/2022,05:35:39,1,1111111962
BUE126-01,1111664,05/11/2022,02:43:29,1,1111111664
BUE126-01,1111848,05/11/2022,18:58:20,1,1111111848
SJU016-01,1111624,02/12/2022,23:04:30,1,1111111624
SJU016-01,1112033,22/11/2022,19:33:08,1,1111112033
MIS063-01,1111894,09/11/2022,00:38:58,1,1111111894
TUC112-03,1111404,15/11/2022,08:09:51,1,1111111404
BUE083-03,1111901,02/12/2022,17:27:18,1,1111111901
ERI064-01,1111564,05/11/2022,17:28:18,1,1111111564
CHU022-03,1111136,12/11/2022,05:57:19,1,1111111136
CHU022-03,1111294,18/11/2022,08:20:16,1,1111111294
CHU022-04,1112016,04/11/2022,09:46:18,1,1111112016
MIS057-01,1111347,03/11/2022,07:38:33,1,1111111347
MIS057-04,1111497,05/11/2022,03:08:58,1,1111111497
MIS057-04,1111683,02/12/2022,00:52:13,1,1111111683
MIS057-04,1112101,17/11/2022,21:47:42,1,1111112101
LRJ012-01,1111968,26/11/2022,08:10:47,1,1111111968
BUE130-01,1111973,07/11/2022,14:40:30,1,1111111973
SAL044-02,1111637,21/11/2022,11:09:40,1,1111111637
BUE072-02,1111284,06/11/2022,01:22:31,1,1111111284
CHA028-01,1112011,11/11/2022,04:47:10,1,1111112011
JUJ024-01,1111454,20/11/2022,02:34:55,1,1111111454
JUJ013-02,1112108,28/11/2022,01:46:45,1,1111112108
JUJ013-03,1112041,19/11/2022,15:47:18,1,1111112041
CBA381-02,1111149,11/11/2022,14:23:43,1,1111111149
CBA381-02,1111258,10/11/2022,13:29:02,1,1111111258
TUC055-01,1111929,05/11/2022,04:35:08,1,1111111929
SCR014-01,1111897,23/11/2022,11:49:00,1,1111111897
COR011-01,1111394,26/11/2022,16:36:53,1,1111111394
BUE068-02,1111461,11/11/2022,19:19:01,1,1111111461
SAL005-01,1111931,09/11/2022,06:17:34,1,1111111931
SFE348-01,1112089,11/11/2022,19:10:39,1,1111112089
BUE118-01,1112010,21/11/2022,19:32:05,1,1111112010
BUE118-01,1112077,17/11/2022,03:41:54,1,1111112077
TUC007-01,1111289,01/12/2022,13:07:03,1,1111111289
TUC007-01,1112067,28/11/2022,03:45:30,1,1111112067
TUC007-02,1111171,23/11/2022,19:20:07,1,1111111171
ERI058-01,1111498,10/11/2022,12:09:21,1,1111111498
SAL031-01,1112088,02/11/2022,06:41:16,1,1111112088
CBA158-03,1111777,11/11/2022,01:21:47,1,1111111777
CBA158-03,1112074,12/11/2022,05:21:37,1,1111112074
SFE143-01,1111918,18/11/2022,03:49:02,1,1111111918
SFE143-01,1111937,05/11/2022,16:30:41,1,1111111937
SFE143-01,1112032,29/11/2022,21:49:58,1,1111112032
RNO057-01,1111126,11/11/2022,23:57:37,1,1111111126
SFE290-01,1112035,02/11/2022,22:38:48,1,1111112035
SLU003-01,1111193,15/11/2022,12:53:32,1,1111111193
SLU003-02,1111936,01/11/2022,02:31:29,1,1111111936
CHU047-01,1111502,02/11/2022,01:31:33,1,1111111502
CHU047-01,1111822,18/11/2022,02:30:33,1,1111111822
MZA017-01,1111131,05/11/2022,10:30:36,1,1111111131
SCR006-01,1111298,23/11/2022,01:59:46,1,1111111298
CBA397-01,1111362,10/11/2022,00:16:35,1,1111111362
SGO900-01,1111506,12/11/2022,02:25:29,1,1111111506
CBA091-01,1111375,19/11/2022,12:44:26,1,1111111375
CBA091-01,1111613,23/11/2022,01:57:36,1,1111111613
CBA091-01,1111632,25/11/2022,16:19:06,1,1111111632
SCR018-01,1111256,28/11/2022,20:40:11,1,1111111256
SCR018-02,1112099,10/11/2022,17:21:06,1,1111112099
BUE044-01,1111709,10/11/2022,22:25:41,1,1111111709
CBA301-01,1111457,08/11/2022,19:13:19,1,1111111457
BUE090-03,1112036,07/11/2022,05:59:59,1,1111112036
LAP034-02,1111236,20/11/2022,18:55:41,1,1111111236
BUE001-01,1111659,11/11/2022,06:54:20,1,1111111659
BUE001-02,1112075,22/11/2022,17:44:18,1,1111112075
CAT005-02,1111121,12/11/2022,10:40:37,1,1111111121
CAT005-02,1112090,02/12/2022,00:21:58,1,1111112090
COR064-01,1111563,03/11/2022,10:45:22,1,1111111563
CBA419-01,1111244,09/11/2022,08:52:11,1,1111111244
MIS064-01,1111927,07/11/2022,14:48:34,1,1111111927
MIS012-01,1111326,25/11/2022,17:07:28,1,1111111326
MIS012-01,1111697,22/11/2022,18:42:56,1,1111111697
TUC030-01,1111430,23/11/2022,23:51:31,1,1111111430
SAL054-01,1111995,24/11/2022,12:21:30,1,1111111995
SFE115-01,1111116,07/11/2022,22:11:52,1,1111111116
CBA221-01,1111351,11/11/2022,06:30:08,1,1111111351
ERI024-01,1111426,02/12/2022,04:43:08,1,1111111426
JUJ037-01,1111519,28/11/2022,12:28:37,1,1111111519
JUJ023-01,1111545,13/11/2022,10:57:27,1,1111111545
SFE284-01,1111176,26/11/2022,08:58:35,1,1111111176
SFE284-01,1111965,19/11/2022,06:52:56,1,1111111965
SGO034-01,1111317,14/11/2022,02:35:57,1,1111111317
COR016-01,1111655,19/11/2022,15:29:54,1,1111111655
FOR004-01,1111891,13/11/2022,05:42:53,1,1111111891
SGO064-01,1111370,01/11/2022,10:42:05,1,1111111370
CBA193-01,1111490,07/11/2022,03:30:22,1,1111111490
CBA193-01,1111676,05/11/2022,18:02:06,1,1111111676
CBA193-01,1112043,20/11/2022,20:35:00,1,1111112043
COR067-02,1111718,04/11/2022,00:26:32,1,1111111718
COR067-02,1111939,28/11/2022,03:42:25,1,1111111939
CHA041-01,1111354,10/11/2022,23:42:42,1,1111111354
CHA041-01,1111515,27/11/2022,19:12:54,1,1111111515
CHA041-01,1111851,17/11/2022,20:04:24,1,1111111851
SCR020-01,1111420,14/11/2022,16:07:10,1,1111111420
COR035-01,1111772,18/11/2022,18:25:51,1,1111111772
ERI051-01,1111322,13/11/2022,10:53:56,1,1111111322
TDF002-01,1111241,25/11/2022,19:53:25,1,1111111241
CHU018-01,1111852,07/11/2022,02:52:10,1,1111111852
CBA264-01,1111779,02/11/2022,08:12:28,1,1111111779
BUE119-02,1111499,12/11/2022,20:32:45,1,1111111499
BUE071-01,1111837,30/11/2022,23:38:18,1,1111111837
BUE071-01,1112027,01/12/2022,19:09:25,1,1111112027
MIS070-01,1111314,24/11/2022,03:05:22,1,1111111314
CAT019-01,1111321,30/11/2022,22:38:49,1,1111111321
TUC037-01,1111721,23/11/2022,23:34:02,1,1111111721
TUC037-01,1111911,17/11/2022,14:11:33,1,1111111911
SCR007-02,1111701,04/11/2022,18:52:52,1,1111111701
MZA008-01,1111700,03/11/2022,03:29:48,1,1111111700
MZA008-02,1111521,06/11/2022,07:32:20,1,1111111521
MZA008-02,1111834,04/11/2022,09:31:33,1,1111111834
CBA231-01,1111810,24/11/2022,23:35:07,1,1111111810
SFE336-01,1111369,05/11/2022,07:10:44,1,1111111369
SFE336-01,1111844,07/11/2022,13:54:15,1,1111111844
SFE005-01,1111348,18/11/2022,19:27:51,1,1111111348
SFE005-01,1111536,11/11/2022,19:20:50,1,1111111536
SGO004-01,1111238,13/11/2022,06:27:15,1,1111111238
RNO009-01,1111657,30/11/2022,22:42:17,1,1111111657
BUE008-01,1112094,12/11/2022,09:36:30,1,1111112094
BUE008-02,1111468,10/11/2022,02:54:38,1,1111111468
BUE008-03,1111416,18/11/2022,08:50:54,1,1111111416
BUE008-04,1111903,14/11/2022,04:37:50,1,1111111903
BUE008-06,1111826,04/11/2022,18:16:59,1,1111111826
BUE008-06,1111845,09/11/2022,11:41:43,1,1111111845
BUE008-08,1111745,16/11/2022,23:08:25,1,1111111745
FOR033-01,1112039,19/11/2022,16:11:30,1,1111112039
TUC086-02,1111566,10/11/2022,22:40:59,1,1111111566
CAT025-01,1111963,09/11/2022,06:55:01,1,1111111963
SCR011-01,1111257,19/11/2022,10:10:41,1,1111111257
ERI004-01,1112012,24/11/2022,23:38:40,1,1111112012
RNO070-01,1111472,07/11/2022,05:09:56,1,1111111472
COR018-01,1111296,12/11/2022,03:12:58,1,1111111296
BUE080-01,1111179,23/11/2022,07:35:57,1,1111111179
SFE178-01,1111312,09/11/2022,12:11:28,1,1111111312
CBA234-01,1112051,18/11/2022,17:49:21,1,1111112051
BUE096-02,1111747,02/12/2022,23:25:19,1,1111111747
CHU032-01,1111835,17/11/2022,01:23:15,1,1111111835
SFE100-01,1111649,20/11/2022,06:50:27,1,1111111649
SFE100-01,1111874,12/11/2022,23:21:09,1,1111111874
SAL041-01,1111653,02/11/2022,00:20:42,1,1111111653
JUJ017-01,1111500,27/11/2022,13:04:54,1,1111111500
CBA260-01,1111652,20/11/2022,08:12:58,1,1111111652
CBA051-01,1111873,12/11/2022,14:11:00,1,1111111873
SFE351-01,1111795,09/11/2022,20:52:01,1,1111111795
SAL033-01,1111361,21/11/2022,22:42:55,1,1111111361
NEU017-01,1112080,17/11/2022,22:08:56,1,1111112080
SGO085-01,1111300,28/11/2022,02:57:08,1,1111111300
SGO085-01,1111684,07/11/2022,00:37:11,1,1111111684
SFE295-01,1111785,11/11/2022,12:24:23,1,1111111785
ERI013-01,1111484,21/11/2022,02:20:10,1,1111111484
ERI013-02,1111917,02/12/2022,20:25:18,1,1111111917
CHA001-01,1111504,04/11/2022,16:09:36,1,1111111504
CHA001-01,1111890,08/11/2022,22:58:31,1,1111111890
CHU038-01,1111346,14/11/2022,20:05:55,1,1111111346
CBA095-01,1111125,21/11/2022,16:09:59,1,1111111125
CBA329-01,1111751,06/11/2022,17:44:20,1,1111111751
CBA329-01,1111909,09/11/2022,14:43:55,1,1111111909
ERI041-01,1111403,12/11/2022,02:29:42,1,1111111403
CHU015-01,1111645,20/11/2022,19:41:45,1,1111111645
LRJ001-01,1111268,09/11/2022,10:34:19,1,1111111268
BUE097-02,1111533,19/11/2022,00:57:07,1,1111111533
BUE097-02,1111675,14/11/2022,03:34:44,1,1111111675
NEU005-01,1111327,12/11/2022,11:46:02,1,1111111327
BUE042-01,1111297,04/11/2022,18:52:57,1,1111111297
BUE042-01,1111746,11/11/2022,11:26:07,1,1111111746
SFE040-01,1111319,14/11/2022,04:39:18,1,1111111319
COR065-01,1111226,18/11/2022,18:39:15,1,1111111226
CAT012-01,1111559,02/12/2022,19:14:22,1,1111111559
LAP007-01,1111434,23/11/2022,04:22:03,1,1111111434
MZA001-01,1111315,11/11/2022,13:09:53,1,1111111315
CBA308-04,1111583,01/11/2022,14:43:30,1,1111111583
TUC015-01,1111396,27/11/2022,23:19:28,1,1111111396
COR020-01,1111571,01/12/2022,06:41:26,1,1111111571
SFE101-01,1111200,12/11/2022,14:01:25,1,1111111200
FOR019-01,1111608,14/11/2022,23:14:03,1,1111111608
SGO068-01,1111576,10/11/2022,00:37:16,1,1111111576
SGO068-01,1111849,06/11/2022,00:14:20,1,1111111849
SGO068-01,1111850,01/12/2022,21:06:09,1,1111111850
CAT017-01,1111596,08/11/2022,19:14:07,1,1111111596
CAT017-01,1112038,20/11/2022,14:09:37,1,1111112038
SJU006-01,1111882,03/11/2022,02:43:41,1,1111111882
CAT015-01,1111287,24/11/2022,06:08:05,1,1111111287
CAT015-01,1112023,05/11/2022,08:18:55,1,1111112023
RNO068-01,1111802,30/11/2022,15:45:26,1,1111111802
RNO068-01,1111819,25/11/2022,21:42:53,1,1111111819
TDF001-01,1111188,03/11/2022,01:59:18,1,1111111188
LAP070-02,1111587,18/11/2022,04:06:05,1,1111111587
JUJ041-01,1111804,11/11/2022,04:04:03,1,1111111804
MIS060-01,1112055,16/11/2022,00:01:44,1,1111112055
CBA160-01,1111669,05/11/2022,04:13:01,1,1111111669
CBA398-01,1111667,24/11/2022,17:35:32,1,1111111667
MIS042-01,1112060,10/11/2022,14:00:20,1,1111112060
TUC006-01,1111858,05/11/2022,18:27:15,1,1111111858
CHU024-01,1111397,08/11/2022,23:40:56,1,1111111397
BUE049-01,1111713,01/12/2022,00:56:28,1,1111111713
BUE049-01,1111787,09/11/2022,19:31:15,1,1111111787
BUE049-02,1111231,14/11/2022,13:54:08,1,1111111231
BUE049-03,1111861,19/11/2022,04:36:38,1,1111111861
SFE067-01,1111175,07/11/2022,14:21:26,1,1111111175
CHA026-01,1111207,27/11/2022,11:56:17,1,1111111207
SAL047-02,1111220,17/11/2022,05:40:38,1,1111111220
SAL047-02,1111491,15/11/2022,20:14:49,1,1111111491
MIS053-01,1111492,17/11/2022,14:58:40,1,1111111492
FOR001-01,1111967,11/11/2022,06:39:04,1,1111111967
CAT028-01,1111575,02/11/2022,12:25:16,1,1111111575
CAT028-01,1111907,03/11/2022,07:16:26,1,1111111907
COR010-01,1111388,24/11/2022,17:55:39,1,1111111388
CBA087-01,1111377,11/11/2022,16:06:24,1,1111111377
CBA087-01,1111722,25/11/2022,09:21:29,1,1111111722
SLU064-01,1111439,21/11/2022,17:04:51,1,1111111439
SLU064-01,1111629,29/11/2022,14:07:27,1,1111111629
SFE011-01,1112031,01/12/2022,22:02:03,1,1111112031
SGO013-01,1111531,07/11/2022,17:08:08,1,1111111531
NEU012-01,1111974,08/11/2022,19:20:26,1,1111111974
SFE305-01,1111794,01/11/2022,07:42:37,1,1111111794
SFE305-01,1111998,05/11/2022,23:47:06,1,1111111998
SFE305-03,1111148,11/11/2022,12:35:58,1,1111111148
SFE305-04,1111729,28/11/2022,06:15:07,1,1111111729
SFE305-05,1111877,02/11/2022,18:26:05,1,1111111877
SGO078-01,1111235,02/11/2022,12:24:04,1,1111111235
SGO078-03,1112062,03/11/2022,06:06:00,1,1111112062
SFE288-01,1112009,01/11/2022,04:10:25,1,1111112009
CHU046-01,1111872,21/11/2022,10:31:50,1,1111111872
SFE206-01,1111227,07/11/2022,16:47:50,1,1111111227
SFE206-02,1111233,19/11/2022,08:27:00,1,1111111233
NEU028-01,1111407,22/11/2022,02:30:17,1,1111111407
BUE117-01,1111350,19/11/2022,00:40:20,1,1111111350
BUE082-02,1111479,04/11/2022,21:28:29,1,1111111479
BUE082-03,1111408,06/11/2022,14:37:16,1,1111111408
RNO033-02,1111323,11/11/2022,13:18:17,1,1111111323
RNO033-02,1112000,10/11/2022,16:43:30,1,1111112000
RNO033-03,1111342,03/11/2022,22:29:18,1,1111111342
RNO033-03,1111942,01/11/2022,14:04:59,1,1111111942
BUE009-01,1111266,25/11/2022,04:40:15,1,1111111266
ERI016-01,1111857,25/11/2022,18:55:45,1,1111111857
ERI016-02,1111997,06/11/2022,11:33:59,1,1111111997
ERI016-03,1111552,22/11/2022,14:58:23,1,1111111552
MIS031-01,1111599,08/11/2022,06:46:02,1,1111111599
ERI027-01,1111364,20/11/2022,11:12:29,1,1111111364
CBA263-02,1112078,01/11/2022,11:06:58,1,1111112078
RNO052-01,1111900,01/12/2022,08:26:52,1,1111111900
FOR002-01,1112048,06/11/2022,14:48:24,1,1111112048
CBA185-01,1111774,21/11/2022,16:55:13,1,1111111774
CBA376-02,1111152,26/11/2022,15:05:46,1,1111111152
BUE085-01,1111716,14/11/2022,03:51:47,1,1111111716
SFE020-01,1111828,15/11/2022,06:12:04,1,1111111828
